name;grep-runtime;grep-result;re-runtime;re-result;pcre2-runtime;pcre2-result;rsaregex-runtime;rsaregex-result;rsaregex-matchtime;js-runtime;js-result;java-runtime;java-result;net-runtime;net-result;rsacpp-runtime
93;0.01;True;0.0;True;ERR;ERR;1.41;True;0.27115729099999986;0.04;True;0.05;False;0.03;True;ERR
94;0.02;True;0.0;False;0.01;False;0.23;False;0.154520754;0.07;False;0.05;False;0.04;False;ERR
95;0.0;True;0.0;True;ERR;ERR;1.34;True;0.279033239;0.05;True;0.03;False;0.04;True;ERR
96;0.01;True;0.01;False;0.01;False;0.93;False;0.00028229000000001836;0.07;False;0.05;False;0.03;False;ERR
97;0.01;True;0.01;True;ERR;ERR;0.22;False;0.183555064;0.06;True;0.11;False;0.04;True;ERR
98;0.01;True;0.03;False;0.02;False;ERR;ERR;ERR;0.07;False;0.1;False;0.06;False;ERR
99;0.02;True;0.0;True;ERR;ERR;1.25;True;0.2835326429999999;0.05;True;0.04;False;0.03;True;ERR
100;0.01;True;0.01;True;ERR;ERR;0.52;True;0.275477505;0.06;True;0.04;False;0.03;True;ERR
101;0.01;True;0.01;True;ERR;ERR;0.13;True;0.09167092200000002;0.06;True;0.04;False;0.04;True;ERR
102;0.01;True;0.01;False;0.01;False;0.2;False;0.152187753;0.06;False;0.07;False;0.04;False;ERR
103;0.01;True;0.01;True;ERR;ERR;1.26;True;0.2708829799999999;0.06;True;0.05;False;0.04;True;ERR
104;0.01;True;0.0;False;0.01;False;ERR;ERR;ERR;0.07;False;0.03;False;0.04;False;ERR
