name;grep-runtime;grep-result;re-runtime;re-result;pcre2-runtime;pcre2-result;rsaregex-runtime;rsaregex-result;rsaregex-matchtime;oldrsa-runtime;oldrsa-result;oldrsa-matchtime;js-runtime;js-result;java-runtime;java-result;net-runtime;net-result;rsacpp-runtime;rsacpp-result;rsacpp-matchtime
248;0.01;True;0.0;False;0.01;False;0.27;False;0.001940042000000003;0.29;False;0.0015258800000000072;0.06;False;0.04;False;0.04;False;ERR;ERR;ERR
249;0.01;True;0.0;True;ERR;ERR;0.33;False;0.285605895;0.29;False;0.243046633;0.07;True;0.08;False;0.06;True;ERR;ERR;ERR
250;0.0;True;0.04;False;0.01;False;3.32;False;3.268557986;2.59;False;2.537088149;0.07;False;0.24;False;0.04;False;ERR;ERR;ERR
251;ERR;ERR;0.01;False;0.01;False;0.03;False;6.573900000000216e-05;0.02;False;5.286899999999706e-05;0.06;False;0.04;False;0.05;False;ERR;ERR;ERR
252;0.01;True;0.01;True;ERR;ERR;0.42;True;0.38274447;0.39;True;0.34800146099999996;0.06;True;0.07;False;0.06;True;ERR;ERR;ERR
253;0.01;True;0.01;True;ERR;ERR;0.82;True;0.7165788040000001;0.69;True;0.57662196;0.07;True;0.07;False;0.05;True;ERR;ERR;ERR
254;0.01;True;0.01;True;ERR;ERR;0.72;True;0.6296548019999999;0.64;True;0.564225121;0.07;True;0.08;False;0.05;True;ERR;ERR;ERR
255;0.01;True;0.01;False;0.01;False;0.05;False;0.000355844000000001;0.05;False;0.0002780980000000044;0.06;False;0.03;False;0.05;False;ERR;ERR;ERR
256;0.01;True;0.01;True;ERR;ERR;1.78;True;1.756849793;1.47;True;1.45163791;0.05;True;0.17;False;0.06;True;ERR;ERR;ERR
257;0.01;True;0.0;True;ERR;ERR;0.46;True;0.398715462;0.4;True;0.342136727;0.06;True;0.06;False;0.06;True;ERR;ERR;ERR
258;0.0;True;0.01;True;ERR;ERR;0.39;True;0.353427926;0.37;True;0.33706865999999996;0.06;True;0.07;False;0.06;True;ERR;ERR;ERR
259;0.01;True;0.01;True;ERR;ERR;0.75;True;0.650502834;0.7;True;0.585639995;0.07;True;0.07;False;0.05;True;ERR;ERR;ERR
260;0.01;True;0.01;True;ERR;ERR;0.68;True;0.585571343;0.53;True;0.43573985499999995;0.06;True;0.08;False;0.05;True;ERR;ERR;ERR
261;0.01;True;0.03;False;0.02;False;3.41;False;3.3708076030000003;2.65;False;2.592251038;0.07;False;0.26;False;0.06;False;ERR;ERR;ERR
262;0.01;True;0.0;True;ERR;ERR;1.79;True;1.729084546;1.74;True;1.6854021909999999;0.06;True;0.22;False;0.05;True;ERR;ERR;ERR
