name;grep-runtime;grep-result;re-runtime;re-result;pcre2-runtime;pcre2-result;rsaregex-runtime;rsaregex-result;rsaregex-matchtime;nolocrsa-runtime;nolocrsa-result;nolocrsa-matchtime;js-runtime;js-result;java-runtime;java-result;net-runtime;net-result;rsacpp-runtime;rsacpp-result;rsacpp-matchtime
60;0.01;False;0.01;False;0.01;False;0.19;False;0.0001474509999999929;0.03;False;3.839799999999505e-05;0.05;False;0.04;False;0.02;False;ERR;ERR;ERR
61;20.39;True;0.01;True;0.01;True;1.51;True;0.256298224;0.32;True;0.055103420000000014;0.06;True;0.2;False;0.04;True;0.01;False;0.0017791856080293655
62;7.12;True;0.0;True;0.01;True;ERR;ERR;ERR;0.25;True;0.16401069999999998;0.07;True;0.06;True;0.04;True;ERR;ERR;ERR
63;0.0;False;0.02;False;0.01;False;TO;TO;TO;0.66;False;0.061110837999999945;0.05;False;0.05;False;0.03;False;0.01;False;0.0018221605569124222
64;0.01;False;0.01;True;0.0;True;5.15;True;0.2795018320000002;0.64;True;0.03527338599999996;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
65;TO;TO;0.01;True;0.01;True;33.53;True;20.245150043000002;0.18;True;0.14309533600000002;0.06;True;0.06;True;0.04;True;ERR;ERR;ERR
66;0.02;False;0.06;False;0.06;False;0.41;False;0.05819175599999998;0.11;False;0.014619613999999989;0.06;False;0.03;False;0.12;False;ERR;ERR;ERR
67;TO;TO;0.01;True;0.01;True;TO;TO;TO;0.85;True;0.257780408;0.07;True;0.04;True;0.03;True;ERR;ERR;ERR
68;0.01;False;0.0;True;0.01;True;5.17;True;0.30051280999999985;0.63;True;0.039487771000000005;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
69;TO;TO;0.0;True;0.01;True;0.35;True;0.328549202;0.12;True;0.083346844;0.06;True;0.05;True;0.03;True;ERR;ERR;ERR
70;0.01;False;0.19;False;0.0;False;TO;TO;TO;3.42;False;0.05205893099999992;ERR;ERR;ERR;ERR;ERR;ERR;0.06;True;0.054329090751707554
71;ERR;ERR;0.01;True;0.01;True;TO;TO;TO;0.94;True;0.04821060399999999;0.08;True;0.59;False;0.03;True;ERR;ERR;ERR
72;0.02;False;0.01;False;0.0;False;TO;TO;TO;TO;TO;TO;0.06;False;0.04;False;0.05;False;0.01;False;0.0014726854860782623
73;4.09;False;2.0;False;0.02;False;1.62;False;0.1482525269999999;0.28;False;0.03990844299999999;0.83;False;0.08;False;0.06;False;0.07;True;0.056458381935954094
74;0.02;True;0.01;True;0.02;True;2.96;True;0.2168439929999999;0.14;True;0.05035705600000001;0.1;True;0.07;False;0.06;True;ERR;ERR;ERR
75;0.01;True;0.01;True;0.01;True;0.31;True;0.0011788090000000029;0.05;True;0.00029906899999999903;0.1;True;0.05;False;0.06;True;0.01;False;0.0020451853051781654
76;ERR;ERR;0.02;True;0.01;True;TO;TO;TO;0.71;True;0.08027417199999998;0.07;True;0.04;True;0.04;True;ERR;ERR;ERR
77;0.38;False;0.0;False;0.01;False;0.22;False;0.195766195;0.1;False;0.06734641699999999;0.05;False;0.04;False;0.03;False;ERR;ERR;ERR
78;0.01;False;0.02;False;0.01;False;7.97;False;0.3236396829999997;0.88;False;0.059514972;0.08;False;0.14;False;0.04;False;ERR;ERR;ERR
79;ERR;ERR;0.0;False;0.01;False;15.87;False;0.15578056600000068;0.39;False;0.029855271999999988;0.06;False;0.03;False;0.05;False;ERR;ERR;ERR
80;TO;TO;TO;TO;ERR;ERR;TO;TO;TO;ERR;ERR;ERR;TO;TO;TO;TO;TO;TO;ERR;ERR;ERR
81;0.04;True;0.01;True;0.01;True;1.29;True;0.21636610499999998;0.1;True;0.040248933;0.07;True;0.17;False;0.05;True;ERR;ERR;ERR
82;ERR;ERR;TO;TO;ERR;ERR;TO;TO;TO;TO;TO;TO;TO;TO;ERR;ERR;TO;TO;ERR;ERR;ERR
83;0.02;False;0.01;True;0.01;True;12.78;True;0.3935662529999995;2.29;True;0.035960516999999914;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
84;0.01;False;2.76;False;4.51;False;0.44;False;0.361423036;0.1;False;0.065402199;0.61;False;2.26;False;8.46;False;ERR;ERR;ERR
85;0.01;False;0.0;False;0.0;False;1.29;False;4.7150999999967524e-05;0.04;False;1.6834999999999767e-05;0.06;False;0.03;False;0.04;False;ERR;ERR;ERR
86;0.01;False;0.0;True;0.0;True;18.3;True;0.24960904299999953;2.08;True;0.02790072900000018;0.05;True;0.11;False;0.03;True;ERR;ERR;ERR
87;0.01;False;0.01;True;0.01;True;5.71;True;0.20449482800000052;0.72;True;0.02557596900000003;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
88;0.01;False;TO;TO;0.01;False;3.03;False;0.16369474499999992;0.22;False;0.04168756300000001;60.01;False;3.79;False;TO;TO;ERR;ERR;ERR
89;0.0;False;0.0;True;0.01;True;0.32;True;0.03345361400000002;0.07;True;0.012823427999999998;0.05;True;ERR;ERR;0.04;True;ERR;ERR;ERR
90;0.01;False;TO;TO;0.01;False;12.46;False;0.17905335900000097;0.11;False;0.028588219999999998;TO;TO;TO;TO;TO;TO;ERR;ERR;ERR
91;0.01;True;0.01;False;0.01;False;TO;TO;TO;TO;TO;TO;0.06;False;0.03;False;0.05;False;ERR;ERR;ERR
92;0.02;False;0.08;False;0.04;False;0.47;False;0.321263727;0.12;False;0.085342359;0.13;False;0.15;False;0.03;False;ERR;ERR;ERR
93;TO;TO;TO;TO;ERR;ERR;0.17;False;0.12993369;0.05;False;0.021967030999999998;TO;TO;TO;TO;TO;TO;ERR;ERR;ERR
94;0.01;False;0.01;False;0.0;False;1.27;False;0.18594287999999992;0.22;False;0.05894587699999998;0.06;False;0.03;False;0.04;False;ERR;ERR;ERR
95;ERR;ERR;0.01;True;0.01;True;0.47;False;0.157313137;0.13;False;0.029698217;ERR;ERR;0.04;False;0.03;True;ERR;ERR;ERR
96;ERR;ERR;0.01;False;0.01;False;0.04;False;2.0670999999999884e-05;0.02;False;1.352999999999771e-05;0.06;False;0.04;False;0.03;False;0.07;False;0.05961807910352945
97;ERR;ERR;0.01;False;0.0;False;9.57;False;0.002165671000000202;0.25;False;0.0003549620000000142;0.06;False;0.04;False;0.02;False;ERR;ERR;ERR
98;0.01;False;0.01;False;0.01;False;1.85;False;0.15611551899999987;0.13;False;0.03739538099999999;0.05;False;0.03;False;0.04;False;ERR;ERR;ERR
99;0.01;False;0.01;False;0.0;False;TO;TO;TO;0.3;False;0.03984874300000002;0.06;False;ERR;ERR;0.03;False;ERR;ERR;ERR
100;0.01;False;0.01;False;0.01;False;7.07;False;0.09625102299999977;0.36;False;0.016513005999999997;0.06;False;0.04;False;0.04;False;ERR;ERR;ERR
101;0.01;False;0.09;False;0.01;False;TO;TO;TO;1.72;False;0.052916758000000064;0.1;False;0.24;False;0.58;False;ERR;ERR;ERR
102;0.01;False;0.02;False;0.03;False;9.21;False;0.1796238559999992;1.24;False;0.02888680999999993;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
103;0.01;False;0.01;False;0.01;False;17.29;False;0.09453736000000035;3.65;False;0.024764722000000017;0.06;False;0.04;False;0.03;False;0.04;False;0.0269665801897645
104;ERR;ERR;0.01;True;0.01;True;TO;TO;TO;1.53;True;0.00041994100000009027;0.06;True;0.02;True;0.04;True;0.01;False;0.001831253059208393
105;ERR;ERR;0.01;False;0.01;False;1.61;False;0.18518398199999986;0.22;False;0.031360711999999985;0.06;False;0.04;False;0.04;False;ERR;ERR;ERR
106;ERR;ERR;0.0;True;0.01;True;0.18;True;0.143135927;0.12;True;0.09289193;0.05;True;0.07;True;0.02;True;ERR;ERR;ERR
107;0.02;False;0.01;False;0.01;False;0.15;False;0.10247469299999999;0.07;False;0.036769261000000004;0.06;False;0.05;False;0.03;False;ERR;ERR;ERR
108;0.01;False;TO;TO;ERR;ERR;0.22;False;0.156923192;0.06;False;0.026005033000000004;TO;TO;TO;TO;TO;TO;ERR;ERR;ERR
109;TO;TO;0.0;True;0.01;True;3.17;True;1.6062368310000001;0.16;True;0.05284125499999999;0.07;True;0.05;True;0.04;True;ERR;ERR;ERR
110;0.01;False;0.0;False;0.01;False;1.88;False;0.06366794600000003;0.09;False;0.021136195999999996;0.06;False;0.03;False;0.03;False;ERR;ERR;ERR
111;0.01;False;TO;TO;0.01;False;0.65;False;0.0005067709999999614;0.17;False;0.00015600399999998737;TO;TO;TO;TO;TO;TO;ERR;ERR;ERR
112;0.01;False;0.01;False;0.01;False;1.49;False;0.19792506600000004;0.21;False;0.07029643500000002;0.06;False;ERR;ERR;0.04;False;ERR;ERR;ERR
113;0.24;True;0.01;True;0.01;True;0.05;True;0.028000208;0.05;True;0.015123790999999998;0.06;True;0.03;True;0.05;True;ERR;ERR;ERR
114;ERR;ERR;0.01;False;0.02;False;2.57;False;0.2266845540000002;0.26;False;0.068484566;0.06;False;0.11;False;0.04;False;ERR;ERR;ERR
115;0.01;False;0.01;False;0.0;False;0.2;False;6.995500000001043e-05;0.03;False;2.0621000000005385e-05;0.05;False;0.03;False;0.03;False;ERR;ERR;ERR
116;0.01;False;0.01;True;0.01;True;1.21;True;0.3405495249999999;0.23;True;0.09455012999999998;0.07;True;0.05;True;0.04;True;ERR;ERR;ERR
117;0.01;False;0.01;False;0.01;False;0.45;False;0.05628771799999999;0.11;False;0.014460074999999989;0.07;False;0.03;False;0.03;False;0.03;False;0.016074905171990395
118;0.01;False;0.01;True;0.01;True;4.39;True;0.2655919629999999;0.6;True;0.03611076199999996;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
119;0.0;False;0.13;False;0.01;False;0.64;False;0.08837732400000003;0.09;False;0.026840688;0.22;False;0.35;False;0.05;False;ERR;ERR;ERR
120;0.01;False;0.42;False;0.01;False;TO;TO;TO;TO;TO;TO;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
121;0.84;True;0.0;True;0.0;True;0.38;True;0.31027785700000005;0.11;True;0.075619025;0.05;True;0.06;False;0.04;True;ERR;ERR;ERR
122;0.01;False;0.0;False;0.0;False;0.59;False;0.069305428;0.14;False;0.017245555999999995;0.05;False;0.03;False;0.03;False;ERR;ERR;ERR
123;0.01;False;0.01;False;0.01;False;0.04;False;2.5118000000004526e-05;0.03;False;1.5633000000001007e-05;0.07;False;0.04;False;0.02;False;ERR;ERR;ERR
124;ERR;ERR;0.0;False;0.0;False;TO;TO;TO;ERR;ERR;ERR;0.05;False;0.04;False;0.03;False;ERR;ERR;ERR
125;0.02;False;0.01;False;0.0;False;TO;TO;TO;TO;TO;TO;0.05;False;0.06;False;0.03;False;ERR;ERR;ERR
126;10.95;True;0.01;True;0.01;True;0.85;True;0.450547161;0.24;True;0.148539538;0.07;True;0.07;True;0.05;True;0.02;False;0.002255474217236042
127;0.02;True;0.0;True;0.01;True;0.79;True;0.088648532;0.1;True;0.03578131799999999;0.06;True;0.06;False;0.05;True;0.01;False;0.0017669200897216797
128;0.02;False;0.0;True;0.01;True;18.54;True;0.29837423900000104;1.54;True;0.05034966499999993;0.06;True;0.11;False;0.04;True;ERR;ERR;ERR
129;0.01;False;0.01;True;0.0;True;6.15;True;0.2994794179999998;0.74;True;0.03647185500000005;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
130;0.0;False;0.01;False;0.01;False;TO;TO;TO;TO;TO;TO;0.05;False;0.06;False;0.04;False;0.03;False;0.01888743881136179
131;0.01;False;0.01;True;0.01;True;8.94;True;0.20817427899999874;0.99;True;0.024045072000000056;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
132;0.01;False;0.01;True;0.01;True;6.45;True;0.20958779199999977;0.74;True;0.027545374999999983;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
133;0.01;False;0.01;False;0.01;False;0.69;False;0.21357301300000003;0.07;False;0.029568642;0.06;True;0.06;False;0.03;False;ERR;ERR;ERR
134;0.0;False;0.01;False;0.01;False;0.36;False;0.24724020800000002;0.11;False;0.033554626000000004;0.06;False;0.06;False;0.02;False;ERR;ERR;ERR
135;87.32;True;0.01;True;0.01;True;0.47;True;0.427944675;0.14;True;0.11169684700000002;0.05;True;3.76;False;0.02;True;0.01;False;0.0020683230832219124
136;0.01;False;0.01;True;0.01;True;37.89;True;0.2581649659999954;4.67;True;0.02594637600000027;ERR;ERR;ERR;ERR;ERR;ERR;0.02;False;0.01407257467508316
137;0.0;False;0.1;False;0.23;False;0.55;False;0.17077995099999999;0.18;False;0.051804218;0.09;False;ERR;ERR;0.54;False;ERR;ERR;ERR
138;ERR;ERR;0.0;False;0.01;False;TO;TO;TO;TO;TO;TO;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
139;16.57;True;0.01;True;0.01;True;0.2;True;0.170525259;0.11;True;0.078100889;0.05;True;0.06;True;0.03;True;0.15;False;0.14055628888309002
140;0.01;False;0.01;True;0.01;True;4.03;True;0.2872079190000001;0.29;True;0.05987400100000004;0.07;True;0.21;False;0.02;True;0.0;False;0.0015476690605282784
141;0.01;False;0.01;False;0.01;False;0.04;False;6.725099999999734e-05;0.04;False;2.3646000000002165e-05;0.06;False;0.04;False;0.04;False;ERR;ERR;ERR
142;0.01;False;TO;TO;ERR;ERR;0.42;False;0.08793624300000003;0.1;False;0.021877908;TO;TO;TO;TO;TO;TO;0.04;False;0.029009402729570866
143;0.02;False;1.25;False;0.01;False;TO;TO;TO;ERR;ERR;ERR;0.14;False;ERR;ERR;3.62;False;0.02;False;0.001607387326657772
144;ERR;ERR;0.02;False;ERR;ERR;TO;TO;TO;TO;TO;TO;0.06;False;ERR;ERR;0.06;False;ERR;ERR;ERR
145;ERR;ERR;2.8;False;0.01;False;1.89;False;0.21937897699999986;0.21;False;0.070385008;0.5;False;0.06;False;3.95;False;ERR;ERR;ERR
146;0.33;True;0.01;True;0.0;True;1.55;True;0.397940859;0.17;True;0.08445526700000001;0.07;True;0.02;False;0.04;True;ERR;ERR;ERR
147;0.01;False;0.07;False;0.1;False;TO;TO;TO;TO;TO;TO;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
148;TO;TO;0.0;True;0.01;True;0.74;True;0.19181775899999992;0.15;True;0.051631549;0.06;True;0.04;True;0.04;True;ERR;ERR;ERR
149;0.01;False;0.01;False;0.01;False;TO;TO;TO;0.16;False;5.2459000000004696e-05;0.07;False;0.05;False;0.03;False;ERR;ERR;ERR
150;0.01;False;0.02;False;0.01;False;65.91;False;0.2747887579999997;0.54;False;0.05408269800000004;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
151;0.01;False;0.01;False;0.01;False;0.09;False;6.870300000000329e-05;0.03;False;2.4246999999998076e-05;0.05;False;0.02;False;0.05;False;0.01;False;0.001955341547727585
152;0.01;False;0.0;True;0.01;True;22.22;True;0.3019912990000009;1.76;True;0.02564570399999999;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
153;0.01;False;0.0;True;0.01;True;0.22;True;0.135331523;0.09;True;0.04991291;0.06;True;ERR;ERR;0.03;True;ERR;ERR;ERR
154;19.15;True;0.01;True;0.01;True;0.08;True;0.054591011;0.05;True;0.019809143;0.05;True;0.03;True;0.03;True;ERR;ERR;ERR
155;0.01;False;0.85;False;0.01;False;6.56;False;0.07276866599999998;0.06;False;0.017908411000000006;0.28;False;0.03;False;2.95;False;ERR;ERR;ERR
156;0.01;False;0.01;False;0.01;False;11.43;False;0.108427249;2.52;False;0.015461736999999864;0.06;False;0.03;False;0.04;False;ERR;ERR;ERR
157;0.01;False;0.0;True;0.0;True;43.75;True;0.7198279019999987;15.78;True;0.13383951299999985;0.06;True;4.11;False;0.02;True;0.0;False;0.001791585236787796
158;0.01;False;0.03;False;0.0;False;TO;TO;TO;2.48;False;0.02856998399999977;0.06;False;0.05;False;0.1;False;ERR;ERR;ERR
159;ERR;ERR;0.0;False;0.01;False;2.57;False;0.14236552099999988;0.23;False;0.044322047;0.06;False;0.04;False;0.04;False;ERR;ERR;ERR
160;ERR;ERR;0.1;False;1.17;False;TO;TO;TO;0.24;False;0.10731260599999998;0.21;False;0.22;False;0.05;False;0.1;False;0.09296304173767567
161;ERR;ERR;0.01;True;0.0;True;0.28;True;0.0005424949999999762;0.03;True;0.00017269899999999838;0.05;True;0.03;True;0.03;True;ERR;ERR;ERR
162;ERR;ERR;TO;TO;ERR;ERR;TO;TO;TO;TO;TO;TO;TO;TO;ERR;ERR;TO;TO;ERR;ERR;ERR
163;TO;TO;0.38;False;0.58;False;TO;TO;TO;1.59;False;0.15966281400000004;0.09;False;0.4;False;1.24;False;ERR;ERR;ERR
164;0.67;False;0.0;False;0.0;False;0.8;False;0.130669154;0.12;False;0.03381862199999999;0.05;True;0.06;False;0.04;False;ERR;ERR;ERR
165;0.01;False;0.01;False;0.01;False;TO;TO;TO;59.37;False;0.02610519399999589;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
166;0.03;True;0.0;True;0.01;True;0.2;True;0.104582258;0.08;True;0.033580555000000005;0.05;True;0.03;False;0.04;True;ERR;ERR;ERR
167;0.01;False;0.01;False;0.01;False;TO;TO;TO;ERR;ERR;ERR;0.07;False;ERR;ERR;0.03;False;ERR;ERR;ERR
168;0.01;False;0.0;False;0.01;False;0.06;False;2.8052000000000632e-05;0.03;False;1.4341000000001047e-05;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
169;0.01;False;0.01;False;0.01;False;0.23;False;0.144204471;0.12;False;0.020195984;0.05;False;0.05;False;0.03;False;ERR;ERR;ERR
170;0.01;False;TO;TO;0.01;False;2.86;False;0.20652235999999968;0.24;False;0.060444948;8.15;False;83.99;False;1.38;False;ERR;ERR;ERR
171;0.01;False;0.01;True;0.01;True;9.47;True;0.37279692799999964;1.39;True;0.04507667999999998;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
172;0.02;False;0.0;False;0.01;False;2.69;False;0.3601190380000001;0.2;False;0.07778812;0.05;False;0.05;False;0.03;False;ERR;ERR;ERR
173;0.01;False;0.38;False;0.03;False;1.31;False;0.08759456900000018;0.39;False;0.02049592499999997;0.13;False;0.31;False;0.36;False;ERR;ERR;ERR
174;0.01;False;0.01;False;0.01;False;TO;TO;TO;TO;TO;TO;0.06;False;0.04;False;0.05;False;ERR;ERR;ERR
175;0.11;True;0.01;True;0.01;True;0.2;True;0.134007025;0.07;True;0.049497015;0.05;True;ERR;ERR;0.04;True;ERR;ERR;ERR
176;0.02;False;1.22;False;0.01;False;0.3;False;0.05807006299999998;0.1;False;0.021383085999999996;0.38;False;ERR;ERR;0.05;False;ERR;ERR;ERR
177;0.01;False;0.45;False;0.01;False;1.12;False;0.07709305700000002;0.1;False;0.029591346000000004;0.17;False;0.55;False;1.48;False;ERR;ERR;ERR
178;0.0;False;2.35;False;0.01;False;4.76;False;0.4005602009999998;0.77;False;0.14991697599999998;0.5;False;2.07;False;7.79;False;ERR;ERR;ERR
179;0.0;False;0.01;True;0.01;True;37.72;True;0.352680552999999;8.43;True;0.035458774000000304;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
180;ERR;ERR;0.01;False;0.01;False;TO;TO;TO;0.16;False;3.4221000000000945e-05;0.06;False;0.04;False;0.03;False;ERR;ERR;ERR
181;0.01;False;0.01;False;0.01;False;0.24;False;0.00011735599999998514;0.12;False;4.239400000000115e-05;0.07;False;0.03;False;0.04;False;ERR;ERR;ERR
182;TO;TO;0.67;False;1.54;False;0.23;False;0.193272582;0.14;False;0.10538451199999999;0.32;False;0.93;False;2.99;False;ERR;ERR;ERR
183;ERR;ERR;0.01;False;0.01;False;9.76;False;9.996000000001004e-05;0.12;False;5.5773000000008954e-05;0.06;False;0.03;False;0.03;False;ERR;ERR;ERR
184;0.01;False;1.72;True;2.27;True;19.47;True;0.3442121709999988;2.48;True;0.11691405799999988;0.38;True;2.57;False;4.43;True;ERR;ERR;ERR
185;0.01;False;1.21;False;2.07;False;5.27;False;0.19899947800000017;0.67;False;0.02979182800000002;0.34;False;0.74;False;5.01;False;ERR;ERR;ERR
186;0.01;False;0.01;True;0.01;True;5.37;True;0.29923204800000036;0.67;True;0.035652565000000025;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
187;ERR;ERR;0.0;False;0.01;False;4.4;False;9.363999999933981e-05;0.14;False;3.194800000000386e-05;0.06;False;ERR;ERR;0.02;False;ERR;ERR;ERR
188;59.06;False;0.36;False;0.57;False;ERR;ERR;ERR;0.19;False;0.13640151900000003;0.1;False;0.4;False;1.14;False;0.13;True;0.1324048601090908
189;0.01;False;0.01;False;0.0;False;0.05;False;2.5969000000000686e-05;0.03;False;1.9680000000001086e-05;0.06;False;0.04;False;0.04;False;ERR;ERR;ERR
190;0.01;False;0.0;True;0.0;True;5.9;True;0.356827719;0.7;True;0.04443688999999995;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
191;0.01;False;0.01;True;0.01;True;4.66;True;0.3654460249999998;0.11;True;0.062063247;0.05;True;ERR;ERR;0.03;True;ERR;ERR;ERR
192;0.01;False;0.01;True;0.01;True;5.16;True;0.18518866799999945;0.67;True;0.02457857200000002;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
193;0.01;False;TO;TO;0.01;False;TO;TO;TO;4.4;False;0.04206329700000033;TO;TO;6.03;False;TO;TO;ERR;ERR;ERR
194;3.56;False;0.08;False;0.11;False;0.23;False;0.06323994399999999;0.08;False;0.017789641999999994;0.05;True;0.04;False;0.32;False;ERR;ERR;ERR
195;ERR;ERR;0.0;False;0.0;False;0.07;False;2.631000000000161e-05;0.03;False;1.3750999999999347e-05;0.05;False;0.03;False;0.03;False;ERR;ERR;ERR
196;ERR;ERR;4.15;False;0.01;False;4.12;False;0.17108659100000034;0.5;False;0.03383767000000004;0.8;False;2.25;False;8.61;False;ERR;ERR;ERR
197;ERR;ERR;0.01;False;0.0;False;TO;TO;TO;27.09;False;0.029098345999997832;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
198;0.11;True;0.0;True;0.01;True;0.41;True;0.182042115;0.11;True;0.057734270000000004;0.06;True;0.68;False;0.04;True;ERR;ERR;ERR
199;11.07;True;0.01;True;0.0;True;0.26;True;0.23567703099999998;0.13;True;0.088896564;0.06;True;0.07;True;0.02;True;ERR;ERR;ERR
200;ERR;ERR;0.0;False;0.0;False;14.35;False;0.2723341329999993;2.37;False;0.04632930000000002;0.06;False;ERR;ERR;0.04;False;ERR;ERR;ERR
201;87.99;False;0.37;False;0.85;False;ERR;ERR;ERR;0.15;False;0.09358085499999999;0.1;False;0.36;False;1.22;False;ERR;ERR;ERR
202;0.02;False;TO;TO;0.01;False;27.43;False;0.37906400500000004;0.36;False;0.09175066799999998;11.88;False;55.95;False;TO;TO;ERR;ERR;ERR
203;0.01;False;0.65;False;1.71;False;TO;TO;TO;6.52;False;0.20066797199999975;0.27;False;ERR;ERR;2.5;False;ERR;ERR;ERR
204;ERR;ERR;0.01;True;0.01;True;5.05;True;0.18338581200000004;0.75;True;0.02426309900000001;0.06;True;0.14;False;0.04;True;ERR;ERR;ERR
205;0.01;False;0.01;False;0.01;False;TO;TO;TO;6.78;False;0.03534861899999964;0.04;False;0.02;False;0.04;False;ERR;ERR;ERR
206;0.01;False;0.01;True;0.0;True;0.36;True;0.10585483799999998;0.09;True;0.02550152800000001;0.06;True;0.05;False;0.04;True;ERR;ERR;ERR
207;0.01;False;0.01;False;0.0;False;TO;TO;TO;TO;TO;TO;0.06;False;0.04;False;0.03;False;ERR;ERR;ERR
208;TO;TO;0.55;False;0.73;False;0.2;False;0.15291177;0.1;False;0.060869595000000006;0.1;False;0.57;False;1.76;False;ERR;ERR;ERR
209;0.1;True;0.01;True;0.0;True;0.21;True;0.135493646;0.09;True;0.052933051999999994;0.06;True;ERR;ERR;0.03;True;ERR;ERR;ERR
210;0.01;False;0.01;True;0.01;True;15.69;True;0.14941406000000157;1.34;True;0.02685224499999994;0.05;True;0.09;False;0.02;True;ERR;ERR;ERR
211;ERR;ERR;0.0;False;0.0;False;TO;TO;TO;1.71;False;0.0003900649999999395;0.06;False;0.05;False;0.04;False;ERR;ERR;ERR
212;0.01;False;0.0;False;0.0;False;0.15;False;0.09186432800000001;0.07;False;0.018273017000000003;0.05;False;0.05;False;0.02;False;ERR;ERR;ERR
213;0.01;False;0.02;True;0.02;True;5.42;True;0.0012987490000000435;0.18;True;0.00041239899999998;TO;TO;0.12;False;0.07;True;ERR;ERR;ERR
214;0.01;False;0.01;True;0.0;True;5.79;True;0.22448124699999994;0.78;True;0.030367411999999927;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
215;0.0;False;0.99;False;0.0;False;1.04;False;0.419303474;0.22;False;0.09737310700000001;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
216;0.01;True;0.0;True;0.0;True;1.51;True;0.0010600109999998608;0.06;True;0.00018563800000000186;0.04;True;2.13;False;0.03;True;ERR;ERR;ERR
217;0.0;False;0.58;False;0.96;False;33.25;False;0.1674179450000004;0.13;False;0.063095616;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
218;0.02;True;0.01;True;0.0;True;0.5;True;0.407921501;0.21;True;0.170370125;0.06;True;0.03;True;0.03;True;ERR;ERR;ERR
219;0.01;False;0.01;True;0.01;True;12.9;True;0.32778027800000054;1.55;True;0.03852559700000002;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
220;ERR;ERR;0.01;False;0.01;False;0.72;False;0.10970553799999994;0.13;False;0.037464515000000004;0.05;False;0.06;False;0.04;False;ERR;ERR;ERR
221;41.53;True;0.01;True;0.01;True;0.75;True;0.235777483;0.17;True;0.057260138;0.06;True;0.33;False;0.04;True;ERR;ERR;ERR
222;0.01;False;TO;TO;ERR;ERR;68.48;False;0.26494265900000613;1.95;False;0.0604102660000001;TO;TO;13.65;False;TO;TO;ERR;ERR;ERR
223;0.01;True;0.01;True;0.0;True;0.91;True;0.0014116190000000861;0.07;True;0.0003701559999999965;0.06;True;ERR;ERR;0.04;True;ERR;ERR;ERR
224;0.01;False;0.01;True;0.01;True;4.66;True;0.35876034999999984;0.13;True;0.065817402;0.06;True;ERR;ERR;0.04;True;ERR;ERR;ERR
225;0.02;False;TO;TO;0.0;False;3.34;False;0.14050548800000007;0.33;False;0.036366025999999996;TO;TO;5.04;False;46.94;False;ERR;ERR;ERR
226;ERR;ERR;0.01;False;0.01;False;6.46;False;0.07374443099999972;1.57;False;0.014526563999999853;0.06;False;0.03;False;0.03;False;ERR;ERR;ERR
227;0.03;False;0.01;False;0.01;False;0.26;False;0.225853837;0.14;False;0.09930210199999999;0.06;False;0.06;False;0.04;False;ERR;ERR;ERR
228;0.01;True;0.01;True;0.0;True;0.16;True;0.0007887940000000093;0.03;True;0.00023781700000000128;0.07;True;0.12;False;0.04;True;ERR;ERR;ERR
229;ERR;ERR;0.44;False;0.96;False;0.24;False;0.13298548200000002;0.06;False;0.026817983999999996;0.14;False;0.42;False;1.58;False;ERR;ERR;ERR
230;0.01;False;0.01;True;0.01;True;7.66;True;0.0026189909999994043;0.09;True;0.0001895150000000012;0.06;True;ERR;ERR;0.04;True;ERR;ERR;ERR
231;0.01;False;2.1;False;4.77;False;2.98;False;0.4272235630000001;0.25;False;0.14739903599999998;0.56;False;1.9;False;8.77;False;ERR;ERR;ERR
232;0.01;False;0.01;False;0.01;False;TO;TO;TO;TO;TO;TO;0.06;False;0.04;False;0.04;False;ERR;ERR;ERR
